student_id,cgpa_cumulative,backlogs_count,backlogs_age_max_weeks,branch,entrance_percentile,admission_category,social_category,home_state,schooling_medium,hosteller_flag,mean_attendance_pct,min_attendance_pct,attendance_debarment_threshold,attendance_condonation_band_low,attendance_condonation_band_high,consecutive_absence_streak_max,attendance_trend,timing_of_decline,classes_total_in_sem,classes_conducted_so_far,classes_remaining_in_sem,max_possible_attendance_pct,attendance_debarment_mathematically_certain,avg_pace_score,avg_clarity_score,avg_doubt_resolution_score,avg_teaching_style_fit_score,diagnostic_content_score,diagnostic_delivery_sensitive_score,avg_session_engagement_exposure,vtop_login_freq_per_week,submission_timing_relative,footfall_library_freq_per_week,hostel_curfew_violations,fee_payment_status,scholarship_category,education_loan_status,family_income_bracket,first_gen_college_goer,latent_risk_score,true_dominant_cluster,risk_level,risk_level_label,mentor_flag_category
S00205,4.88,5,1,SMEC-MECH,36.6,Government Quota,EWS,Delhi-NCR,State Board,DayScholar,60.5,47.0,65.0,65.0,75.0,6,declining,late,50,29,21,78.0,0,-1.0,1.0,4.65,5.0,0.485,0.256,0.255,7.53,-0.71,6.3,,Fee Due >30 Days,No Scholarship,No Loan,2.5-8 LPA,No,0.2725,pedagogy,2,Attendance-Debarment Risk,pedagogical
S00206,7.46,0,0,SCOPE-CSE,82.2,Government Quota,EWS,Other,CBSE,Hosteller,77.6,72.7,65.0,65.0,75.0,4,stable,none,50,21,29,90.0,0,-0.39,3.5,1.42,3.17,0.866,0.853,0.449,10.49,-0.23,0.94,1.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0903,financial,0,No Risk,none
S00207,5.59,2,13,SBST-BIOTECH,56.9,Management Quota,ST,Andhra Pradesh,State Board,Hosteller,76.6,69.2,65.0,65.0,75.0,5,stable,none,50,19,31,92.0,0,1.0,1.87,,3.16,0.496,0.407,0.31,13.21,-1.52,2.6,0.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0348,behavioural,0,No Risk,none
S00208,8.32,1,26,SCE-CIVIL,87.2,Government Quota,SC,Delhi-NCR,CBSE,Hosteller,53.7,40.0,65.0,65.0,75.0,6,declining,late,50,46,4,58.0,1,1.0,4.26,,4.17,1.0,1.0,0.351,11.62,-0.31,2.92,3.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.24,attendance,2,Attendance-Debarment Risk,academic
S00209,8.3,0,0,SENSE-ECE,56.4,Management Quota,OBC,West Bengal,CBSE,DayScholar,57.6,44.7,65.0,65.0,75.0,10,stable,none,50,41,9,66.0,0,1.0,2.94,1.96,2.31,0.891,0.776,0.365,8.01,-1.31,1.94,,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1957,financial,1,Backlog / Academic-Probation Risk,financial
S00210,7.95,1,13,SMEC-MECH,76.1,Government Quota,OBC,Karnataka,CBSE,Hosteller,74.0,70.7,65.0,65.0,75.0,5,declining,late,50,27,23,86.0,0,0.12,2.84,3.84,2.59,0.809,0.813,0.586,7.7,0.67,3.08,2.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.1602,financial,0,No Risk,none
S00211,6.85,0,0,SCE-CIVIL,56.8,Management Quota,OBC,Other,State Board,Hosteller,100.0,89.3,65.0,65.0,75.0,0,stable,none,50,9,41,100.0,0,0.22,4.5,5.0,3.92,0.98,1.0,0.483,17.83,-0.67,5.99,1.0,Fully Paid,Category-Based,Active Loan (No Stress Flagged),>8 LPA,No,0.0,financial,0,No Risk,none
S00212,7.75,1,3,SENSE-ECE,73.7,Government Quota,ST,Andhra Pradesh,CBSE,Hosteller,67.1,53.9,65.0,65.0,75.0,6,declining,late,50,43,7,72.0,0,0.7,4.37,2.54,2.76,0.901,0.965,0.245,4.45,0.73,1.91,0.0,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.008,visual_engagement,0,No Risk,none
S00213,8.84,0,0,SCE-CIVIL,83.5,Management Quota,EWS,Kerala,CBSE,Hosteller,68.2,67.5,65.0,65.0,75.0,5,declining,early,50,11,39,94.0,0,0.16,2.36,1.75,4.01,0.909,0.712,0.424,9.83,0.42,2.22,1.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.1998,pedagogy,1,Backlog / Academic-Probation Risk,pedagogical
S00214,6.36,3,2,SBST-BIOTECH,63.4,Government Quota,General,Other,CBSE,Hosteller,85.7,84.9,65.0,65.0,75.0,0,stable,none,50,14,36,96.0,0,0.11,5.0,3.53,3.65,0.657,0.631,0.546,9.16,-0.12,3.68,1.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.0143,academic,0,No Risk,none
S00215,8.3,0,0,SBST-BIOTECH,67.7,Government Quota,General,Bihar,State Board,Hosteller,84.1,81.7,65.0,65.0,75.0,7,recovering,none,50,40,10,88.0,0,-0.5,4.21,2.67,2.87,0.669,0.831,0.424,7.9,1.16,1.86,0.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0,visual_engagement,0,No Risk,none
S00216,7.8,0,0,SCE-CIVIL,62.8,Government Quota,General,Maharashtra,State Board,Hosteller,75.0,71.1,65.0,65.0,75.0,1,recovering,none,50,43,7,78.0,0,-0.07,2.62,,3.52,0.877,0.852,0.519,9.45,-0.89,3.23,2.0,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.1014,behavioural,0,No Risk,none
S00217,9.03,0,0,SCOPE-CSE,99.9,Government Quota,General,Delhi-NCR,State Board,Hosteller,66.5,62.4,65.0,65.0,75.0,10,stable,none,50,44,6,70.0,0,-0.78,3.03,3.19,3.5,0.857,1.0,0.279,14.17,-1.14,3.15,3.0,Fully Paid,Merit-Based,No Loan,2.5-8 LPA,Yes,0.132,behavioural,0,No Risk,none
S00218,8.55,1,29,SCOPE-CSE,83.5,Management Quota,General,Andhra Pradesh,CBSE,Hosteller,66.6,55.6,65.0,65.0,75.0,5,declining,late,50,14,36,90.0,0,0.44,3.1,2.63,4.45,1.0,0.92,0.343,10.67,-0.96,3.54,6.0,Fully Paid,Category-Based,No Loan,<2.5 LPA,No,0.0523,behavioural,0,No Risk,none
S00219,6.56,1,11,SMEC-MECH,70.8,Government Quota,SC,Tamil Nadu,State Board,Hosteller,74.7,59.1,65.0,65.0,75.0,8,stable,none,50,31,19,84.0,0,1.0,4.89,2.8,2.36,0.828,0.929,0.746,8.4,1.87,2.69,0.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0266,pedagogy,0,No Risk,none
S00220,7.99,0,0,SCE-CIVIL,75.8,Government Quota,General,Tamil Nadu,State Board,DayScholar,78.7,28.1,65.0,65.0,75.0,5,stable,none,50,45,5,80.0,0,0.12,3.14,,4.07,0.715,0.681,0.432,13.71,-0.14,3.16,,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),>8 LPA,Yes,0.0029,financial,0,No Risk,none
S00221,6.55,2,28,SCOPE-CSE,61.9,Management Quota,General,Karnataka,CBSE,DayScholar,89.1,77.9,65.0,65.0,75.0,5,declining,early,50,5,45,98.0,0,-0.99,3.39,3.72,2.06,0.657,0.734,0.7,6.71,-0.08,3.37,,Fully Paid,Institutional Need-Based,No Loan,>8 LPA,No,0.0149,pedagogy,0,No Risk,none
S00222,5.2,3,8,SENSE-ECE,33.5,Government Quota,EWS,Tamil Nadu,CBSE,Hosteller,80.6,78.6,65.0,65.0,75.0,0,stable,none,50,33,17,88.0,0,-0.26,3.33,,2.68,0.723,0.884,0.596,5.56,-1.89,5.16,0.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.2209,financial,1,Backlog / Academic-Probation Risk,financial
S00223,8.65,0,0,SBST-BIOTECH,91.3,Government Quota,General,Uttar Pradesh,ICSE,Hosteller,61.4,61.2,65.0,65.0,75.0,8,stable,none,50,35,15,72.0,0,-0.51,3.45,3.13,4.45,0.745,0.779,0.367,8.8,0.74,3.3,3.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,No,0.0937,financial,0,No Risk,none
S00224,8.26,0,0,SMEC-MECH,89.4,Management Quota,General,West Bengal,CBSE,Hosteller,77.5,72.6,65.0,65.0,75.0,14,recovering,none,50,46,4,80.0,0,-1.0,2.41,3.0,3.62,0.749,0.541,0.587,3.48,-0.65,2.89,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1312,financial,0,No Risk,none
S00225,8.41,0,0,SBST-BIOTECH,77.4,Government Quota,OBC,Kerala,CBSE,Hosteller,84.5,78.5,65.0,65.0,75.0,2,stable,none,50,15,35,96.0,0,-0.37,3.92,5.0,3.08,0.743,0.639,0.732,11.26,0.35,9.23,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1621,financial,0,No Risk,none
S00226,7.59,1,2,SCOPE-CSE,79.5,Government Quota,OBC,West Bengal,ICSE,DayScholar,75.4,69.6,65.0,65.0,75.0,5,stable,none,50,17,33,92.0,0,-0.49,2.69,2.76,1.94,0.661,0.672,0.605,11.16,-2.7,4.28,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.177,behavioural,0,No Risk,none
S00227,8.35,0,0,SMEC-MECH,74.7,Government Quota,General,West Bengal,International,Hosteller,68.3,67.0,65.0,65.0,75.0,7,declining,early,50,35,15,78.0,0,0.09,3.08,1.87,3.39,0.673,0.637,0.494,10.76,-1.58,4.7,2.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.1887,behavioural,1,Backlog / Academic-Probation Risk,psychosocial
S00228,5.79,1,21,SMEC-MECH,67.1,Government Quota,EWS,West Bengal,State Board,Hosteller,82.0,73.9,65.0,65.0,75.0,0,stable,none,50,19,31,94.0,0,-0.15,3.2,,1.56,0.522,0.484,0.635,9.37,1.7,4.32,1.0,On Installment (On-Time),Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0,pedagogy,0,No Risk,none
S00229,8.62,0,0,SENSE-ECE,95.6,Government Quota,EWS,West Bengal,State Board,Hosteller,73.4,72.8,65.0,65.0,75.0,0,stable,none,50,17,33,90.0,0,-0.63,4.4,2.34,2.86,1.0,1.0,0.351,12.78,2.04,3.42,2.0,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,Yes,0.0162,visual_engagement,0,No Risk,none
S00230,6.6,0,0,SBST-BIOTECH,63.8,Government Quota,OBC,Karnataka,State Board,Hosteller,86.0,78.7,65.0,65.0,75.0,4,stable,none,50,6,44,98.0,0,-0.91,4.24,4.34,2.79,0.836,0.849,0.639,8.47,-0.32,0.0,0.0,Fully Paid,No Scholarship,No Loan,>8 LPA,Yes,0.0,behavioural,0,No Risk,none
S00231,9.61,0,0,SMEC-MECH,90.5,Government Quota,OBC,Other,ICSE,Hosteller,63.2,57.2,65.0,65.0,75.0,5,stable,none,50,42,8,70.0,0,-0.26,5.0,,4.89,1.0,0.992,0.297,9.61,-1.05,1.06,2.0,Fee Due >30 Days,No Scholarship,No Loan,2.5-8 LPA,Yes,0.2069,financial,1,Backlog / Academic-Probation Risk,financial
S00232,5.1,1,10,SCOPE-CSE,38.0,Government Quota,General,Uttar Pradesh,CBSE,Hosteller,53.6,48.7,65.0,65.0,75.0,6,stable,none,50,17,33,84.0,0,0.18,2.96,3.45,2.45,0.423,0.469,0.406,9.39,0.45,0.11,1.0,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.3237,financial,3,Withdrawal / Discontinuation Risk,financial
S00233,6.48,0,0,SMEC-MECH,58.8,Government Quota,SC,Delhi-NCR,ICSE,DayScholar,100.0,90.2,65.0,65.0,75.0,1,stable,none,50,43,7,100.0,0,-0.36,1.95,2.85,4.57,0.468,0.358,0.592,14.33,-0.97,4.12,,On Installment (Overdue),No Scholarship,No Loan,>8 LPA,No,0.1618,financial,0,No Risk,none
S00234,7.9,0,0,SCOPE-CSE,76.7,Government Quota,SC,West Bengal,ICSE,Hosteller,87.8,74.5,65.0,65.0,75.0,2,stable,none,50,5,45,98.0,0,0.8,3.65,2.13,3.39,0.891,0.905,0.716,8.7,1.97,7.24,1.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.0072,behavioural,0,No Risk,none
S00235,5.2,1,2,SMEC-MECH,39.2,Government Quota,ST,Kerala,CBSE,DayScholar,92.9,89.7,65.0,65.0,75.0,15,stable,none,50,22,28,96.0,0,0.01,3.27,2.09,2.36,0.366,0.344,0.482,9.35,-0.27,1.43,,On Installment (On-Time),No Scholarship,No Loan,<2.5 LPA,No,0.0981,diagnostic,0,No Risk,none
S00236,7.81,0,0,SBST-BIOTECH,85.7,Government Quota,EWS,Karnataka,CBSE,Hosteller,98.3,92.4,65.0,65.0,75.0,7,stable,none,50,31,19,98.0,0,-1.0,4.12,2.77,3.01,0.692,0.913,0.594,6.03,0.7,2.57,1.0,On Installment (Overdue),Sports-Cultural Quota,Active Loan (No Stress Flagged),>8 LPA,Yes,0.0814,financial,0,No Risk,none
S00237,4.46,1,4,SBST-BIOTECH,58.1,Management Quota,OBC,Bihar,State Board,Hosteller,85.0,81.7,65.0,65.0,75.0,0,recovering,none,50,30,20,92.0,0,-1.0,3.15,3.32,2.62,0.152,0.333,0.486,4.59,0.8,1.54,1.0,On Installment (On-Time),Merit-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.2342,diagnostic,1,Backlog / Academic-Probation Risk,pedagogical
S00238,7.57,0,0,SCOPE-CSE,78.0,Government Quota,General,Karnataka,State Board,Hosteller,99.7,97.1,65.0,65.0,75.0,0,stable,none,50,9,41,100.0,0,-0.11,3.83,3.08,1.21,0.525,0.772,0.566,14.28,-1.03,2.64,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),>8 LPA,Yes,0.1097,pedagogy,0,No Risk,none
S00239,8.5,0,0,SCOPE-CSE,99.9,Government Quota,EWS,Delhi-NCR,CBSE,Hosteller,84.3,81.1,65.0,65.0,75.0,3,stable,none,50,27,23,92.0,0,-0.29,3.64,,5.0,0.639,0.613,0.482,16.12,-1.42,3.85,2.0,Fully Paid,No Scholarship,No Loan,>8 LPA,Yes,0.0,behavioural,0,No Risk,none
S00240,5.98,2,23,SCE-CIVIL,72.2,Management Quota,OBC,Maharashtra,CBSE,Hosteller,66.7,53.4,65.0,65.0,75.0,5,stable,none,50,40,10,74.0,0,-0.74,4.11,4.31,3.61,0.618,0.727,0.404,10.62,0.1,4.69,4.0,Fully Paid,Institutional Need-Based,No Loan,<2.5 LPA,No,0.0,academic,0,No Risk,none
S00241,7.5,0,0,SMEC-MECH,60.3,Government Quota,General,Kerala,State Board,Hosteller,81.4,59.6,65.0,65.0,75.0,5,stable,none,50,14,36,94.0,0,-0.33,2.55,3.9,3.73,0.655,0.675,0.384,11.9,1.28,6.26,0.0,Fee Due >30 Days,No Scholarship,Active Loan (Repayment Stress Flagged),<2.5 LPA,Yes,0.2289,financial,1,Backlog / Academic-Probation Risk,financial
S00242,8.41,0,0,SMEC-MECH,99.9,Government Quota,General,Maharashtra,CBSE,Hosteller,87.4,80.9,65.0,65.0,75.0,6,stable,none,50,16,34,96.0,0,0.83,4.18,3.41,2.1,0.745,0.783,0.51,9.95,1.68,5.49,1.0,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.0427,financial,0,No Risk,none
S00243,7.99,0,0,SCOPE-CSE,73.3,Government Quota,OBC,Andhra Pradesh,ICSE,DayScholar,63.8,59.8,65.0,65.0,75.0,4,stable,none,50,8,42,94.0,0,-0.64,4.86,4.68,4.72,0.928,0.952,0.24,9.37,-1.4,1.08,,On Installment (On-Time),No Scholarship,No Loan,2.5-8 LPA,No,0.1344,visual_engagement,0,No Risk,none
S00244,8.83,0,0,SMEC-MECH,90.9,Government Quota,OBC,Bihar,State Board,Hosteller,87.6,73.8,65.0,65.0,75.0,4,stable,none,50,13,37,96.0,0,0.28,2.48,1.38,3.44,0.854,0.77,0.766,6.53,0.61,7.37,0.0,Fully Paid,Category-Based,No Loan,2.5-8 LPA,Yes,0.0,pedagogy,0,No Risk,none
S00245,7.8,0,0,SCOPE-CSE,73.5,Government Quota,General,Bihar,CBSE,Hosteller,60.6,60.2,65.0,65.0,75.0,4,stable,none,50,46,4,64.0,1,1.0,2.43,3.52,4.0,1.0,1.0,0.239,13.32,-0.73,3.33,4.0,On Installment (On-Time),Category-Based,No Loan,2.5-8 LPA,No,0.1197,attendance,2,Attendance-Debarment Risk,academic
S00246,8.64,0,0,SCE-CIVIL,94.0,Government Quota,ST,Karnataka,ICSE,DayScholar,66.8,66.0,65.0,65.0,75.0,4,stable,none,50,33,17,78.0,0,-0.72,5.0,2.84,3.98,0.661,0.694,0.381,11.36,-0.2,3.5,,Fully Paid,Category-Based,Active Loan (No Stress Flagged),>8 LPA,Yes,0.118,financial,0,No Risk,none
S00247,5.64,2,5,SCE-CIVIL,57.3,Government Quota,SC,Uttar Pradesh,ICSE,Hosteller,78.2,67.8,65.0,65.0,75.0,4,declining,early,50,43,7,82.0,0,0.12,4.07,,3.59,0.605,0.503,0.513,8.86,0.03,3.07,1.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.0672,academic,0,No Risk,none
S00248,8.27,0,0,SBST-BIOTECH,92.0,Government Quota,General,Delhi-NCR,CBSE,DayScholar,75.5,59.6,65.0,65.0,75.0,4,stable,none,50,35,15,82.0,0,0.61,2.85,3.09,4.97,0.765,0.775,0.528,7.38,-0.17,2.47,,Fully Paid,Category-Based,Active Loan (No Stress Flagged),<2.5 LPA,No,0.0,financial,0,No Risk,none
S00249,6.84,0,0,SBST-BIOTECH,82.8,Government Quota,OBC,Karnataka,CBSE,Hosteller,70.3,63.6,65.0,65.0,75.0,8,declining,late,50,31,19,82.0,0,1.0,4.03,3.14,1.54,0.785,0.78,0.468,9.34,0.14,1.45,2.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.0,pedagogy,0,No Risk,none
S00250,9.76,0,0,SBST-BIOTECH,97.5,Government Quota,SC,West Bengal,CBSE,Hosteller,83.4,67.2,65.0,65.0,75.0,5,stable,none,50,11,39,96.0,0,0.67,2.23,1.0,1.22,1.0,1.0,0.546,7.53,-0.4,4.75,2.0,Fully Paid,Institutional Need-Based,Active Loan (Repayment Stress Flagged),2.5-8 LPA,Yes,0.141,pedagogy,0,No Risk,none
S00251,8.61,0,0,SCOPE-CSE,95.8,Government Quota,General,Andhra Pradesh,ICSE,Hosteller,78.8,74.4,65.0,65.0,75.0,0,stable,none,50,27,23,88.0,0,0.15,5.0,4.76,3.04,0.75,0.827,0.349,11.45,-0.49,1.66,0.0,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.0769,visual_engagement,0,No Risk,none
S00252,8.26,0,0,SBST-BIOTECH,77.7,Government Quota,OBC,Tamil Nadu,CBSE,Hosteller,70.7,57.7,65.0,65.0,75.0,12,stable,none,50,13,37,92.0,0,-0.14,4.52,3.62,3.03,0.861,1.0,0.401,11.59,-0.05,3.25,0.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.1004,attendance,0,No Risk,none
S00253,7.29,0,0,SBST-BIOTECH,86.2,Management Quota,General,Andhra Pradesh,CBSE,Hosteller,88.5,74.8,65.0,65.0,75.0,3,stable,none,50,20,30,96.0,0,1.0,4.57,2.17,3.9,0.687,0.798,0.674,8.3,-1.22,3.77,1.0,Fully Paid,Merit-Based,No Loan,>8 LPA,Yes,0.0317,behavioural,0,No Risk,none
S00254,8.33,0,0,SBST-BIOTECH,83.4,Management Quota,General,West Bengal,CBSE,DayScholar,100.0,97.2,65.0,65.0,75.0,0,stable,none,50,16,34,100.0,0,0.16,4.64,4.7,3.28,0.78,0.795,0.482,10.83,1.95,3.92,,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0519,visual_engagement,0,No Risk,none
S00255,7.7,0,0,SCOPE-CSE,75.5,Management Quota,General,Andhra Pradesh,CBSE,DayScholar,79.6,78.6,65.0,65.0,75.0,0,declining,early,50,7,43,98.0,0,0.74,1.6,3.3,3.5,0.831,0.707,0.385,9.98,-0.54,6.1,,Fully Paid,No Scholarship,Active Loan (No Stress Flagged),<2.5 LPA,No,0.1648,pedagogy,0,No Risk,none
S00256,7.92,0,0,SMEC-MECH,79.3,Management Quota,General,West Bengal,CBSE,Hosteller,90.3,63.7,65.0,65.0,75.0,13,stable,none,50,36,14,92.0,0,-0.62,3.02,,3.5,1.0,1.0,0.632,9.08,0.84,5.72,0.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.0,attendance,0,No Risk,none
S00257,6.72,4,21,SCE-CIVIL,78.2,Management Quota,ST,Tamil Nadu,CBSE,Hosteller,50.4,49.5,65.0,65.0,75.0,11,declining,early,50,31,19,70.0,0,0.24,2.51,,3.29,0.857,0.892,0.118,10.12,-1.94,1.49,2.0,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,No,0.2452,visual_engagement,2,Attendance-Debarment Risk,pedagogical
S00258,7.8,1,13,SCOPE-CSE,87.4,Management Quota,General,Other,ICSE,DayScholar,72.0,53.7,65.0,65.0,75.0,4,stable,none,50,32,18,82.0,0,-1.0,3.56,,4.44,0.976,0.985,0.518,6.2,0.67,1.86,,Fully Paid,Merit-Based,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1445,financial,0,No Risk,none
S00259,7.09,0,0,SBST-BIOTECH,65.2,Management Quota,OBC,Delhi-NCR,ICSE,Hosteller,73.0,60.5,65.0,65.0,75.0,5,declining,early,50,30,20,84.0,0,-0.37,3.23,,4.87,0.714,0.602,0.286,10.42,-1.23,0.0,0.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.0711,financial,0,No Risk,none
S00260,7.7,0,0,SCOPE-CSE,71.4,Management Quota,OBC,Uttar Pradesh,CBSE,DayScholar,93.5,81.4,65.0,65.0,75.0,0,stable,none,50,12,38,98.0,0,-0.26,2.15,3.47,4.1,0.979,0.934,0.909,10.7,-1.41,1.88,,Fully Paid,No Scholarship,No Loan,>8 LPA,No,0.0916,behavioural,0,No Risk,none
S00261,9.01,0,0,SCOPE-CSE,84.6,Management Quota,General,West Bengal,CBSE,Hosteller,94.4,89.2,65.0,65.0,75.0,2,stable,none,50,28,22,96.0,0,-0.38,2.97,2.67,4.58,0.915,0.839,0.793,8.24,1.32,5.81,1.0,Fully Paid,Merit-Based,Active Loan (Repayment Stress Flagged),>8 LPA,No,0.0275,financial,0,No Risk,none
S00262,6.84,1,2,SENSE-ECE,79.8,Government Quota,SC,Bihar,CBSE,Hosteller,95.9,82.1,65.0,65.0,75.0,0,stable,none,50,26,24,98.0,0,-1.0,2.2,1.0,4.81,0.739,0.696,0.396,4.03,-0.1,6.94,1.0,Fully Paid,No Scholarship,Active Loan (Repayment Stress Flagged),2.5-8 LPA,No,0.1142,financial,0,No Risk,none
S00263,7.93,0,0,SCE-CIVIL,91.4,Government Quota,General,Kerala,CBSE,Hosteller,74.7,60.3,65.0,65.0,75.0,5,stable,none,50,30,20,84.0,0,-1.0,4.12,,3.7,0.814,0.863,0.499,10.47,-2.81,2.35,2.0,On Installment (On-Time),Institutional Need-Based,No Loan,2.5-8 LPA,Yes,0.077,behavioural,0,No Risk,none
S00264,9.71,0,0,SBST-BIOTECH,95.7,Management Quota,General,Uttar Pradesh,CBSE,DayScholar,75.8,52.2,65.0,65.0,75.0,12,stable,none,50,22,28,90.0,0,0.28,3.99,5.0,3.82,1.0,1.0,0.404,9.73,-1.35,2.66,,On Installment (On-Time),No Scholarship,No Loan,>8 LPA,No,0.0,behavioural,0,No Risk,none
S00265,8.24,0,0,SMEC-MECH,78.1,Government Quota,General,Karnataka,CBSE,Hosteller,66.1,64.7,65.0,65.0,75.0,4,stable,none,50,47,3,68.0,0,0.42,1.51,2.67,4.2,1.0,1.0,0.343,2.72,0.29,5.94,5.0,Fully Paid,No Scholarship,No Loan,<2.5 LPA,Yes,0.0716,pedagogy,0,No Risk,none
S00266,8.11,0,0,SCOPE-CSE,57.8,Management Quota,OBC,West Bengal,State Board,Hosteller,97.6,96.7,65.0,65.0,75.0,0,declining,early,50,9,41,100.0,0,0.21,2.15,2.42,2.9,0.8,0.656,0.864,11.48,1.69,2.68,2.0,On Installment (On-Time),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,Yes,0.1379,financial,0,No Risk,none
S00267,8.58,1,3,SCE-CIVIL,94.5,Government Quota,ST,Maharashtra,State Board,Hosteller,54.1,39.6,65.0,65.0,75.0,14,recovering,none,50,42,8,62.0,1,-1.0,4.01,,3.24,0.944,1.0,0.215,6.22,0.46,4.23,1.0,Fully Paid,Merit-Based,No Loan,<2.5 LPA,No,0.2377,attendance,2,Attendance-Debarment Risk,academic
S00268,5.43,0,0,SBST-BIOTECH,53.7,Government Quota,OBC,West Bengal,CBSE,Hosteller,65.9,44.4,65.0,65.0,75.0,6,recovering,none,50,25,25,82.0,0,-0.7,5.0,2.9,2.98,0.716,0.946,0.474,5.95,0.76,4.02,2.0,Fee Due >30 Days,No Scholarship,No Loan,<2.5 LPA,No,0.0331,financial,0,No Risk,none
S00269,9.8,0,0,SENSE-ECE,99.9,Government Quota,General,Tamil Nadu,CBSE,DayScholar,79.2,61.0,65.0,65.0,75.0,13,stable,none,50,37,13,84.0,0,0.17,1.49,3.81,3.59,0.657,0.602,0.536,13.85,-0.76,0.0,,Fully Paid,No Scholarship,No Loan,<2.5 LPA,No,0.0693,pedagogy,0,No Risk,none
S00270,6.99,2,2,SMEC-MECH,88.4,Government Quota,SC,Kerala,International,DayScholar,81.8,79.8,65.0,65.0,75.0,2,stable,none,50,19,31,94.0,0,-0.82,3.13,,4.88,0.669,0.635,0.527,7.12,-0.67,3.82,,Fully Paid,Institutional Need-Based,No Loan,2.5-8 LPA,No,0.0,academic,0,No Risk,none
S00271,8.41,0,0,SCE-CIVIL,80.9,Government Quota,OBC,Karnataka,CBSE,Hosteller,100.0,82.9,65.0,65.0,75.0,0,stable,none,50,35,15,100.0,0,0.45,4.73,2.74,3.5,0.813,0.985,1.0,11.26,-0.84,0.41,0.0,On Installment (On-Time),Category-Based,Active Loan (Repayment Stress Flagged),>8 LPA,Yes,0.0681,financial,0,No Risk,none
S00272,8.79,0,0,SCOPE-CSE,84.6,Management Quota,General,Tamil Nadu,State Board,DayScholar,98.2,86.1,65.0,65.0,75.0,5,stable,none,50,26,24,100.0,0,0.39,4.56,2.83,2.33,0.801,0.829,0.6,7.79,-0.37,2.43,,Fully Paid,No Scholarship,No Loan,2.5-8 LPA,Yes,0.0,pedagogy,0,No Risk,none
S00273,6.56,3,9,SCE-CIVIL,56.9,Government Quota,General,Karnataka,CBSE,Hosteller,64.9,61.9,65.0,65.0,75.0,6,stable,none,50,9,41,94.0,0,-1.0,3.68,3.9,4.23,0.728,0.731,0.461,5.88,-1.02,0.0,5.0,Fully Paid,Merit-Based,No Loan,>8 LPA,Yes,0.1008,behavioural,0,No Risk,none
S00274,6.4,2,37,SMEC-MECH,62.8,Government Quota,SC,Delhi-NCR,CBSE,Hosteller,54.5,52.1,65.0,65.0,75.0,7,declining,late,50,24,26,78.0,0,0.06,3.75,3.1,2.32,0.703,0.788,0.269,9.33,1.58,1.75,4.0,On Installment (Overdue),No Scholarship,Active Loan (No Stress Flagged),2.5-8 LPA,No,0.218,financial,1,Backlog / Academic-Probation Risk,financial
